lat,lng
4.547136578857347899e+01,9.216139062988723651e+00
4.551091964464008299e+01,9.194174494099094375e+00
4.548626630473239629e+01,9.209272823665120455e+00
4.548646595946732418e+01,9.197261843025199113e+00
4.549615860218527530e+01,9.227310343989564956e+00
4.548071230102501517e+01,9.225236501510481801e+00
4.548862166406841112e+01,9.217543256225972925e+00
4.547922620006858807e+01,9.210116279337226430e+00
4.548363273819921915e+01,9.243117047974605427e+00
4.547233324393104681e+01,9.229735115416145774e+00
4.550520680842399202e+01,9.235825398671863695e+00
4.549119220697832588e+01,9.187373150373534969e+00
4.549809124934282778e+01,9.204563749910480652e+00
4.547953323519625002e+01,9.204143613902058263e+00
4.551988858657666270e+01,9.211665860489375746e+00
