lat,lng
4.551945960567235261e+01,9.221722305567196187e+00
4.551333710243397945e+01,9.209747475060090949e+00
4.550480370647786543e+01,9.210903382846558074e+00
4.549834679585372754e+01,9.205071501235895681e+00
4.549450508400465765e+01,9.206008087916467630e+00
4.549169513517102814e+01,9.207951848552562879e+00
4.548655551380869611e+01,9.204278409056900756e+00
4.548500375144426755e+01,9.207522339133054956e+00
4.548346618809254949e+01,9.210602244341711042e+00
4.548206905836235592e+01,9.213172312705307121e+00
4.547936961180364790e+01,9.213682287911879598e+00
4.547751051921528642e+01,9.218436976992006038e+00
4.547692143441205559e+01,9.223488620120855686e+00
4.547490616328708057e+01,9.226670871793407613e+00
4.547622527828265504e+01,9.238758000686335237e+00
