lat,lng
4.547726448976673197e+01,9.207962956411574140e+00
4.550556497741040829e+01,9.195779672885942446e+00
4.547202163604217162e+01,9.213349799856755951e+00
4.548996732166365575e+01,9.187816723861487844e+00
4.547447306892728136e+01,9.205341516728594797e+00
4.551535529999999596e+01,9.205983500000000319e+00
4.547181550908114644e+01,9.232390411822393617e+00
nan,nan
nan,nan
4.547810716656676533e+01,9.197650504140316485e+00
4.550007919126024802e+01,9.235053917064922402e+00
4.548437298223764458e+01,9.226190847087009317e+00
4.548167999203382550e+01,9.219389080105543144e+00
nan,nan
4.548656820916143317e+01,9.215456342068932827e+00
4.549348605718504501e+01,9.202640763820733483e+00
4.548959288015042546e+01,9.209712240283588258e+00
4.548948952280728975e+01,9.237811542131129983e+00
4.549876112966676089e+01,9.220657116655686991e+00
