lat,lng
4.551986825166007833e+01,9.222057183916184897e+00
4.551459236127783470e+01,9.212098903105559344e+00
4.550751304090727700e+01,9.211256343310159522e+00
4.550080299051201393e+01,9.209041163263330887e+00
4.549600015557099653e+01,9.201862205611231360e+00
4.549336486939727564e+01,9.206196061271237241e+00
4.549078633627474488e+01,9.208120583795281533e+00
4.548633448942137392e+01,9.204539236566635196e+00
4.548507432482783486e+01,9.207549564731831282e+00
4.548342920228511588e+01,9.209573834131907333e+00
4.548262613181164227e+01,9.212955393310465979e+00
4.547999532827146396e+01,9.212781669815704788e+00
4.547915256723025834e+01,9.216961234308792328e+00
4.547670526823871739e+01,9.219852807963249575e+00
4.547660020146726367e+01,9.224313932236887226e+00
4.547454114714819440e+01,9.227400790079947512e+00
4.547652751805123472e+01,9.239357350977503103e+00
