lat,lng
4.548178788159933816e+01,9.213788220029119458e+00
4.550329050281591492e+01,9.195011171470907740e+00
4.546890451425722546e+01,9.208794363963892948e+00
4.548469672056217661e+01,9.240618345911611797e+00
4.547334194219439496e+01,9.219267938262188267e+00
4.549057534697647043e+01,9.189230510866872592e+00
4.550852707253999085e+01,9.244412261698291999e+00
4.547710131619528795e+01,9.207671496204847372e+00
4.548195659156274928e+01,9.186410484609481841e+00
4.548605237821241332e+01,9.207284975328077437e+00
4.551552806118897365e+01,9.191259995978642294e+00
4.549646446660418064e+01,9.225180087845188837e+00
4.547873285588693903e+01,9.225719847159098208e+00
4.551547773393831875e+01,9.225621849737970948e+00
4.549551859352013139e+01,9.203812694375185899e+00
4.548176384392192517e+01,9.198840914084156495e+00
4.551720175472239305e+01,9.209249868513520454e+00
4.550870498606648340e+01,9.267337992918612599e+00
4.548601414206871851e+01,9.216456451151312734e+00
4.547297869702003936e+01,9.236897633344806735e+00
