lat,lng
4.548468250356656029e+01,9.214557131315061156e+00
4.549717533149870974e+01,9.203689643757728689e+00
4.550976541569389155e+01,9.260647245686829621e+00
4.550837039492343195e+01,9.242916528749873351e+00
4.550364548683189980e+01,9.193977867739320686e+00
4.547457380949127526e+01,9.236084613075121297e+00
4.548301720650295010e+01,9.202114137514648462e+00
4.551693137981269643e+01,9.208915630883494075e+00
4.548503327957545395e+01,9.242068296399985172e+00
4.547341811186362293e+01,9.210230231072117135e+00
4.548710683750640271e+01,9.188742758047617087e+00
4.551320457383834395e+01,9.225282999027841768e+00
4.549491801400728974e+01,9.226881744938118857e+00
4.547694944952647234e+01,9.224134334929006585e+00
4.551719681177191035e+01,9.191341455691702578e+00
