lat,lng
4.551375991715954683e+01,9.193085268469644689e+00
4.549624475858768591e+01,9.207957635723232670e+00
4.548473372861268871e+01,9.202716081838843820e+00
4.549790958644332051e+01,9.195479510177506199e+00
4.548800260029804576e+01,9.212540456900457642e+00
4.548693454034543038e+01,9.217634594691276106e+00
4.548631743475324640e+01,9.188571849261963465e+00
4.548252410000000623e+01,9.241235800000000111e+00
4.551723570000000052e+01,9.209584199999998333e+00
4.551337257541718628e+01,9.225025027584022652e+00
4.549231210000000658e+01,9.229357000000000255e+00
4.548361768328792465e+01,9.214697373372699118e+00
4.547527591031950323e+01,9.205769975974476438e+00
4.547957145843085414e+01,9.211194772762837601e+00
4.547769472204207375e+01,9.225826970157186224e+00
4.550889433973792109e+01,9.246752740856212682e+00
4.547162655802464570e+01,9.217430444015462854e+00
