lat,lng
4.551850752122219035e+01,9.229804608183085790e+00
4.551632757860966905e+01,9.212142241036103130e+00
4.551178891752198297e+01,9.208291827832306709e+00
4.550551949113543770e+01,9.205213537545500202e+00
4.549901498386034859e+01,9.204660002252403217e+00
4.549511680892793208e+01,9.206645772654159288e+00
4.548942038152771516e+01,9.202735180675603033e+00
4.548545227556843429e+01,9.202341479079516162e+00
4.548457716874138157e+01,9.208122613590079553e+00
4.548283335534798510e+01,9.212890026052972914e+00
4.547945876237549356e+01,9.212885063586961465e+00
4.547732362227858260e+01,9.217906072648441196e+00
4.547673870258638829e+01,9.222959969813478764e+00
4.547626773174309278e+01,9.226562015158183527e+00
4.547748094523877427e+01,9.238693343254205104e+00
