lat,lng
4.548287936723546920e+01,9.214604131461602066e+00
4.551443447087579841e+01,9.191811306391251435e+00
4.548650590887176293e+01,9.204827281307373710e+00
4.551642992146376088e+01,9.209172346656703922e+00
4.547857679852747026e+01,9.225982088402117753e+00
4.550779317774353672e+01,9.243828849956161164e+00
4.548152499291961703e+01,9.240403571672537453e+00
4.547856031197095916e+01,9.203535394182516427e+00
4.549630845937043944e+01,9.195255786333204284e+00
4.547306743787874694e+01,9.220069065596636193e+00
4.551547773393831875e+01,9.225621849737970948e+00
4.550870498606648340e+01,9.267337992918612599e+00
4.548180775471489312e+01,9.187995126153079894e+00
4.549634342945311971e+01,9.224333398712168730e+00
4.546890451425722546e+01,9.208794363963892948e+00
