,Unnamed: 0,bin_serial,Latitudine,Longitudine,counts,Cluster_labels,Silhouette
0,2598,4318007846,45.51547139894928,9.204896912537038,1,6,0.4697582740884091
1,2183,4118007165,45.48954162548493,9.20110833795593,4,13,0.10147220225871757
2,1788,4118006530,45.49139462646265,9.205084178534893,4,13,-0.23639423255010214
3,3077,5018009813,45.50346260172154,9.246132765610467,4,8,0.4184687164638291
4,2747,4318008055,45.48257271131956,9.191300931599473,5,9,0.5870226084498107
5,2959,5018009571,45.491168940355074,9.22612242585808,6,1,-0.0019327098661783859
6,1025,1419015690,45.50939685045845,9.267616573839176,6,3,0.6464934077708032
7,1101,3718005496,45.47742841657715,9.205091074832694,6,13,0.5416389365541632
8,1293,3718005795,45.486161095089024,9.215013481443409,8,12,0.6271420201944836
9,2749,4318008059,45.49473348865012,9.1993772328492,10,4,0.2716313568179384
10,431,219011891,45.475312509879295,9.218047556150054,10,7,0.3449150410609516
11,2498,4318007727,45.51241296095049,9.22473896206634,12,0,0.5950484461791471
12,2663,4318007951,45.51654321810607,9.205971993231287,13,6,0.5245160824150197
13,2036,4118007000,45.51476459261757,9.205109709436442,14,6,0.4841080264716772
14,2314,4318007500,45.490241983602345,9.222250678752744,14,12,0.46535539054738745
15,1907,4118006719,45.48416745066899,9.200344110157516,18,13,0.2842653078301193
16,265,219011716,45.47790497272714,9.210802512301145,20,13,0.28914800047594946
17,2629,4318007890,45.507459000000004,9.185115,20,2,0.008947089780193526
18,1153,3718005560,45.518199107966346,9.224902702601185,24,0,0.44157423074370045
19,2239,4318007407,45.501167790263345,9.195992535146273,26,4,0.56514374515104
20,480,519011942,45.47701082661985,9.216852982457569,27,7,0.1382314068115739
21,2882,5018009384,45.48203867282654,9.247303785142776,29,5,0.153561178098766
22,2402,4318007608,45.48637855494542,9.218234387006873,30,12,0.6297684518015125
23,1899,4118006700,45.4841672,9.1955812,31,9,0.3096845514581093
24,1822,4118006579,45.4957343614367,9.191996015860813,32,4,0.2901866182453595
25,423,219011883,45.47076241570392,9.208532695894178,34,13,0.3573592497548546
26,1729,4118006451,45.5066592,9.1975117,34,4,0.3642119354057131
27,1615,3718006279,45.46998347938077,9.21598463553903,35,7,0.2744553629486062
28,2762,4318008079,45.49228651379215,9.192962403247293,38,4,-0.05956743905576335
29,94,219010953,45.51232774509928,9.24152280416456,39,8,0.6247913850349026
30,371,219011826,45.47477429999999,9.2105629,40,13,0.3635624888273287
31,1454,3718006057,45.48982698418544,9.20075300971439,42,13,0.04485115474965252
32,2055,4118007022,45.488774316790675,9.190992552219997,44,9,0.5045441343756114
33,38,119010885,45.506418599999996,9.2371724,46,8,0.30428225497561695
34,463,219011925,45.4748099,9.2210424,47,7,0.5187579623461063
35,1979,4118006925,45.48640212668874,9.244632555779276,47,5,0.07825765667278274
36,2617,4318007870,45.48372539450371,9.187072843245687,48,9,0.6973400060969432
37,1357,3718005917,45.47146002699211,9.213322808359068,50,7,-0.005287533151059474
38,2037,4118007001,45.489746132686605,9.201435142221273,51,13,0.09237398033177348
39,2308,4318007493,45.46915577282735,9.208560553956543,52,13,0.3041632594287021
40,992,1419015268,45.477701813452384,9.225791262520488,53,7,0.5892564726482241
41,2484,4318007707,45.474368278232184,9.234338967171198,53,7,-0.06592442066914862
42,1519,3718006166,45.48536305029974,9.208912896456807,53,13,0.03903578957806637
43,2729,4318008024,45.5177447217365,9.193722567631882,55,2,0.6449461173395218
44,951,1419015172,45.4778731887885,9.224438312494952,55,7,0.5585659560168219
45,2326,4318007513,45.47423402159746,9.229737601253989,56,7,0.428386808599813
46,2668,4318007957,45.51737773648836,9.193806584942195,56,2,0.6391779533291616
47,1819,4118006575,45.510637700000004,9.191659800000002,57,4,-0.20503792906664262
48,1608,3718006272,45.49140519813714,9.18392911759588,58,9,0.4464956896342343
49,2131,4118007106,45.49526007920897,9.183192105351507,59,9,0.2074040701359582
50,3113,5018010095,45.4802052,9.2266642,60,7,0.46102714587373905
51,1570,3718006221,45.49326454753949,9.216489955592124,60,12,0.12373014577699108
52,502,519011965,45.473186,9.217806,61,7,0.40881610705858595
53,271,219011722,45.47665872097296,9.214739652909088,62,13,-0.03278123547945629
54,2746,4318008054,45.4919053,9.182331699999999,63,9,0.41035871970460613
55,3088,5018009824,45.508788451204786,9.255842341578727,64,3,0.43910960411382777
56,1069,3718005440,45.469329720818656,9.21705238862205,65,7,0.34620495554303193
57,3069,5018009703,45.479264351667176,9.229635769914921,65,7,0.33537999572037885
58,839,1219014645,45.47477219503403,9.204654835016527,66,13,0.5325420242627136
59,267,219011718,45.47789883196583,9.210690846918737,66,13,0.2982992029201568
60,84,219010943,45.50133235599011,9.24251667711212,66,1,-0.08546814900669453
61,1732,4118006456,45.481725899999994,9.244819699999999,66,5,0.4159742117642083
62,2743,4318008045,45.49021049669342,9.181120550599758,67,9,0.4643193624088115
63,1718,4118006435,45.507302100000004,9.198536099999998,68,4,0.30676715280823597
64,3058,5018009683,45.50840543702111,9.267090529454435,68,3,0.6393130630391537
65,3078,5018009814,45.50627175232889,9.250338922507352,69,8,0.21012777270257613
66,1713,4118006426,45.506697100000004,9.193981599999999,69,4,0.3392518775845565
67,2620,4318007875,45.501117917570745,9.19574613310715,70,4,0.5740109973736631
68,406,219011863,45.47001405226036,9.217069625093472,70,7,0.35499470974881164
69,984,1419015259,45.4774924,9.2257963,70,7,0.5948919478682481
70,669,1219014468,45.4677625763143,9.206213672831266,70,13,0.34422439946993333
71,384,219011839,45.488789000000004,9.2277881,71,1,0.12671276574498902
72,2517,4318007751,45.50853704504826,9.201162685023064,72,6,-0.013329340995953889
73,3087,5018009823,45.50469858284086,9.250569444476696,72,8,0.191843788730817
74,2912,5018009425,45.47149556368411,9.223726516428997,73,7,0.5883718133641859
75,1329,3718005844,45.49237374147543,9.193340285393788,74,4,-0.020478394667896548
76,89,219010948,45.51648034791861,9.240782617424204,74,8,0.5305591385496334
77,1072,3718005448,45.514053577346345,9.221028446014769,74,0,0.3722087252957251
78,972,1419015247,45.47692523334725,9.226552505454038,74,7,0.6054957156083977
79,2566,4318007811,45.50396131121085,9.196611021495755,75,4,0.5188218557661748
80,1304,3718005808,45.48629549173468,9.21600329785474,75,12,0.6619200877341911
81,3013,5018009629,45.47850647798045,9.234383531629305,75,5,0.27655016776513236
82,706,1219014507,45.480690388174075,9.19005408474186,77,9,0.5791133198849238
83,119,219011032,45.477126500000004,9.2299462,78,7,0.3732427905972548
84,1309,3718005814,45.5213012,9.2149913,78,6,0.3948582116265812
85,722,1219014523,45.4746723665493,9.204273705829564,78,13,0.5333435004157018
86,1370,3718005939,45.487577068073776,9.195298512978981,80,9,0.37543497053725816
87,697,1219014496,45.4766008700109,9.200000740688893,80,13,0.39256728353882187
88,1826,4118006585,45.49437196165002,9.185898338442373,82,9,0.2165907852292101
89,2133,4118007108,45.492256978709364,9.206449139355756,82,13,-0.3852494570720666
90,2413,4318007619,45.47099712210991,9.22336868060802,83,7,0.5792595445826063
91,10,119010140,45.47772020000001,9.223731599999999,83,7,0.5402813975998658
92,1051,3618004320,45.479641104444134,9.23010443011367,83,7,0.26552748351738803
93,468,519011930,45.47613804093129,9.20830847957268,83,13,0.46330227445695116
94,2738,4318008036,45.4947366,9.197401800000002,85,4,0.3918139776806212
95,90,219010949,45.51279492101225,9.24227388019699,85,8,0.6318178674987011
96,293,219011744,45.481177284552345,9.216446776018074,86,12,0.38267414592753074
97,2416,4318007623,45.502114072466725,9.196106703300304,86,4,0.5572480112022243
98,1081,3718005462,45.47006105100582,9.21590177435985,87,7,0.2680734312272785
99,1437,3718006036,45.47716997004862,9.210133678230024,88,13,0.35905625193559443
100,300,219011751,45.478003684596274,9.219539392408707,88,7,0.26584004477695894
