lat,lng
4.552053376994290801e+01,9.209288423181369865e+00
4.548408842410387365e+01,9.213445047232863061e+00
4.550080718363083321e+01,9.237262984830795887e+00
4.549693754617086228e+01,9.193856890883683519e+00
4.548222420926059328e+01,9.202467404904668413e+00
4.548321955999310262e+01,9.240700308812522579e+00
4.551231985569168614e+01,9.225418856283761571e+00
4.547116498871020696e+01,9.228168423440070711e+00
4.551665005670754027e+01,9.192388472804699617e+00
4.549688969262125937e+01,9.207485358527661035e+00
4.548642754926711262e+01,9.188205534933311824e+00
4.549403932636401748e+01,9.224295648079605670e+00
4.547259470263516334e+01,9.212988028180234323e+00
4.550759948805157507e+01,9.199799871615530478e+00
4.551035091157124413e+01,9.264188138208927725e+00
4.548018295733150751e+01,9.224477190572084595e+00
4.551002776589119492e+01,9.246568107154605087e+00
