lat,lng
4.548383171305942341e+01,9.229989783975879547e+00
4.549303581845652644e+01,9.192625323540401183e+00
4.548689521260757829e+01,9.203363650310848243e+00
4.548018186637250437e+01,9.210960926752143507e+00
4.549167320828770755e+01,9.184064971127783750e+00
4.548830650000000020e+01,9.240053199999998412e+00
4.548072963523772216e+01,9.184325634430820173e+00
4.551616903660504221e+01,9.188856485732911139e+00
4.547444365129650379e+01,9.205161855578268160e+00
4.547882179254708745e+01,9.225556786200954207e+00
4.549574712431357426e+01,9.220210109765449857e+00
nan,nan
4.548586956293947026e+01,9.207257112168871771e+00
4.548015305360800653e+01,9.242338329169024647e+00
4.550487389999999976e+01,9.248006099999999563e+00
4.548062787099555493e+01,9.199387971078241577e+00
4.550849402163287039e+01,9.226444259500032885e+00
nan,nan
4.547292832298199272e+01,9.223897355899069339e+00
4.547287880952486461e+01,9.215441600139707035e+00
