lat,lng
4.547535630539751139e+01,9.208501173052761501e+00
4.551315979486913932e+01,9.225460776291489751e+00
4.550561323129392832e+01,9.193781725975906483e+00
4.548550985463430862e+01,9.215223849661210664e+00
4.548141243403472345e+01,9.242058132835362372e+00
4.551102655554014831e+01,9.244153535192815241e+00
4.552156595295195274e+01,9.210513642903235265e+00
4.548366111711184345e+01,9.188187775621981856e+00
4.547754332809682865e+01,9.227461388087117911e+00
4.548350930849624518e+01,9.201942961061950754e+00
4.551230898707743222e+01,9.207446119842959575e+00
4.549493104527277154e+01,9.225480746608262450e+00
4.549710703552872815e+01,9.239746538589654890e+00
4.549347939712072275e+01,9.191264680470791149e+00
4.549711034616962024e+01,9.204264685833404513e+00
4.551824512426835412e+01,9.191175849064228132e+00
4.547326980913624794e+01,9.218974018260865932e+00
4.550920472551072749e+01,9.262119359378660377e+00
