lat,lng
4.551375991715954683e+01,9.193085268469644689e+00
4.548593896968138495e+01,9.206827364931314150e+00
4.548439766761634928e+01,9.201966207010855214e+00
4.549790958644332051e+01,9.195479510177506199e+00
4.548528742151287219e+01,9.215706142802899237e+00
4.549753413852541684e+01,9.212830512471557043e+00
4.548631743475324640e+01,9.188571849261963465e+00
4.548252410000000623e+01,9.241235800000000111e+00
4.551723570000000052e+01,9.209584199999998333e+00
4.551337257541718628e+01,9.225025027584022652e+00
4.549231210000000658e+01,9.229357000000000255e+00
4.547162655802464570e+01,9.217430444015462854e+00
4.547581328787099153e+01,9.207077668664737757e+00
4.548035783292652212e+01,9.213525048748692825e+00
4.547769472204207375e+01,9.225826970157186224e+00
4.550889433973792109e+01,9.246752740856212682e+00
