lat,lng
4.551667166349953675e+01,9.205306545638224591e+00
4.548645237035199074e+01,9.206773225574123032e+00
4.548439766761634928e+01,9.201966207010855214e+00
4.550187898504609763e+01,9.194632993780260222e+00
4.548594290053574696e+01,9.216012705557202978e+00
4.550024210000000124e+01,9.221004100000000037e+00
4.548631743475324640e+01,9.188571849261963465e+00
4.550889433973792109e+01,9.246752740856212682e+00
4.551369987751899515e+01,9.225191373043912790e+00
4.548252410000000623e+01,9.241235800000000111e+00
4.549161830157500930e+01,9.230771703003712858e+00
4.547162655802464570e+01,9.217430444015462854e+00
4.548035783292652212e+01,9.213525048748692825e+00
4.547581328787099153e+01,9.207077668664737757e+00
4.547769472204207375e+01,9.225826970157186224e+00
