lat,lng
4.547554086278002217e+01,9.207004100982137729e+00
4.551958808213677798e+01,9.209068662637550418e+00
4.549830682541166027e+01,9.236661764464360047e+00
4.549811940506119612e+01,9.194534906716798517e+00
4.547965225158157665e+01,9.224819690964872976e+00
4.551035091157124413e+01,9.264188138208927725e+00
4.548248864360444088e+01,9.241101474525724058e+00
4.549754864693863254e+01,9.207551416282383272e+00
4.551242069885802977e+01,9.195840875562728556e+00
4.548389187693509683e+01,9.201471970217662388e+00
4.549077314827653140e+01,9.223313446520558401e+00
4.548675060734484532e+01,9.188009186857355459e+00
4.550262041514042011e+01,9.224608028530868253e+00
4.547120039315578310e+01,9.229545583517888119e+00
4.548392388610024994e+01,9.213240057845617059e+00
4.547164097357962476e+01,9.216541855649214909e+00
4.551537966467854091e+01,9.225610252809515188e+00
4.550987114113689813e+01,9.246489333968867186e+00
