lat,lng
4.551761280558063305e+01,9.190902548161091090e+00
4.547343396237058499e+01,9.210130870674031911e+00
4.548436438294809392e+01,9.242529347480404667e+00
4.551302110971705162e+01,9.225355304035312898e+00
4.549559309140811791e+01,9.195707373934736140e+00
4.548401728896566709e+01,9.214475551032670353e+00
4.550603305954902567e+01,9.195568461268750937e+00
4.550973059782511143e+01,9.261002800655774081e+00
4.547456967533652517e+01,9.235799621076623112e+00
4.548590214199239767e+01,9.188001156804141090e+00
4.549445194244800206e+01,9.229245951072597265e+00
4.551741569748520533e+01,9.209281617166375611e+00
4.547696190561789109e+01,9.224108631872470099e+00
4.548332770148498128e+01,9.202185536383565179e+00
4.550873791448389483e+01,9.243380815411027740e+00
4.549739215447766583e+01,9.213507898889215397e+00
