lat,lng
4.551715704431187248e+01,9.209036146613806650e+00
4.547188266488260666e+01,9.219199009455183003e+00
4.548325701148510092e+01,9.189305358203061047e+00
4.550873791448389483e+01,9.243380815411027740e+00
4.549694438391041018e+01,9.214783036049048803e+00
4.548381378217697346e+01,9.214484266494832099e+00
4.551447491473921758e+01,9.191997996187607711e+00
4.549475375030121427e+01,9.229675674432080257e+00
4.547419044452126968e+01,9.235889925544412904e+00
4.550048805985741751e+01,9.197824425355829447e+00
4.547877782947818304e+01,9.225258029829138451e+00
4.547461443782145807e+01,9.207643215888088761e+00
4.549397248465706411e+01,9.189114955339089619e+00
4.551302110971705162e+01,9.225355304035312898e+00
4.550973059782511143e+01,9.261002800655774081e+00
4.548459553476910600e+01,9.202262958702050355e+00
4.548432883019289363e+01,9.242463770447088223e+00
