lat,lng
4.550574167198266906e+01,9.193097491054231796e+00
4.547345887457694147e+01,9.236579633646210041e+00
4.548399576357296326e+01,9.214275140112551554e+00
4.550943693875350959e+01,9.242781412714442979e+00
4.548152690773235918e+01,9.192533088845062039e+00
4.549491701639553298e+01,9.232731291796484996e+00
4.551229944933115235e+01,9.209323214902338961e+00
4.551374514699737261e+01,9.225428949965918335e+00
4.547049320871035150e+01,9.209904233421513098e+00
4.549626834341311366e+01,9.219325665979667406e+00
4.549663596362390194e+01,9.199574295701468785e+00
4.548451138731272181e+01,9.243690879357099988e+00
4.552068977314758769e+01,9.207870680605195091e+00
4.549159240178223484e+01,9.187722145203206736e+00
4.547305093999100478e+01,9.220328175720528208e+00
4.551881873020489166e+01,9.191251010002355670e+00
4.548673823471524713e+01,9.204502822009223095e+00
4.550925358480829885e+01,9.258406116179994427e+00
4.547715150320507149e+01,9.206491016605335531e+00
4.547863682883297543e+01,9.226198616429178045e+00
