,Unnamed: 0,bin_serial,Latitudine,Longitudine,counts,Cluster_labels,Silhouette
0,2598,4318007846,45.51547139894928,9.204896912537038,1,9,0.48671391050023693
1,2183,4118007165,45.48954162548493,9.20110833795593,4,3,-0.43089821158740316
2,1788,4118006530,45.49139462646265,9.205084178534893,4,3,-0.5112608603146798
3,3077,5018009813,45.50346260172154,9.246132765610467,4,8,0.5525364463594342
4,2747,4318008055,45.48257271131956,9.191300931599473,5,12,-0.40546135781866893
5,2959,5018009571,45.491168940355074,9.22612242585808,6,10,0.28592266185952225
6,1025,1419015690,45.50939685045845,9.267616573839176,6,13,0.9256096917848189
7,1101,3718005496,45.47742841657715,9.205091074832694,6,2,0.46640571930769037
8,1293,3718005795,45.486161095089024,9.215013481443409,8,15,0.6101310074250444
9,2749,4318008059,45.49473348865012,9.1993772328492,10,3,0.22226614540468434
10,431,219011891,45.475312509879295,9.218047556150054,10,1,0.4433026077262887
11,2498,4318007727,45.51241296095049,9.22473896206634,12,5,0.7287181988611159
12,2663,4318007951,45.51654321810607,9.205971993231287,13,9,0.5678464341934967
13,2036,4118007000,45.51476459261757,9.205109709436442,14,9,0.48844398188891175
14,2314,4318007500,45.490241983602345,9.222250678752744,14,10,-0.08394428855104337
15,1907,4118006719,45.48416745066899,9.200344110157516,18,12,0.3047824116929617
16,265,219011716,45.47790497272714,9.210802512301145,20,2,0.5645746548667318
17,2629,4318007890,45.507459000000004,9.185115,20,4,0.33310294563885157
18,1153,3718005560,45.518199107966346,9.224902702601185,24,5,0.7172558686755195
19,2239,4318007407,45.501167790263345,9.195992535146273,26,3,0.390091897905525
20,480,519011942,45.47701082661985,9.216852982457569,27,1,0.28347523080765796
21,2882,5018009384,45.48203867282654,9.247303785142776,29,0,0.38902037463780437
22,2402,4318007608,45.48637855494542,9.218234387006873,30,15,0.64533242492166
23,1899,4118006700,45.4841672,9.1955812,31,12,0.367003970263423
24,1822,4118006579,45.4957343614367,9.191996015860813,32,7,0.3418320491258818
25,423,219011883,45.47076241570392,9.208532695894178,34,11,0.5872570010294115
26,1729,4118006451,45.5066592,9.1975117,34,3,0.19018617150471806
27,1615,3718006279,45.46998347938077,9.21598463553903,35,1,0.1881200275501269
28,2762,4318008079,45.49228651379215,9.192962403247293,38,7,0.5188849556375249
29,94,219010953,45.51232774509928,9.24152280416456,39,8,0.4626018772848249
30,371,219011826,45.47477429999999,9.2105629,40,2,0.2723186786095093
31,1454,3718006057,45.48982698418544,9.20075300971439,42,3,-0.38336930299961175
32,2055,4118007022,45.488774316790675,9.190992552219997,44,7,0.3751293631936497
33,38,119010885,45.506418599999996,9.2371724,46,8,0.30997760723323997
34,463,219011925,45.4748099,9.2210424,47,1,0.24110529519634524
35,1979,4118006925,45.48640212668874,9.244632555779276,47,0,0.5557801377135245
36,2617,4318007870,45.48372539450371,9.187072843245687,48,14,0.7059932930190292
37,1357,3718005917,45.47146002699211,9.213322808359068,50,1,-0.2373438966757856
38,2037,4118007001,45.489746132686605,9.201435142221273,51,3,-0.43788818073273994
39,2308,4318007493,45.46915577282735,9.208560553956543,52,11,0.7209443506515183
40,992,1419015268,45.477701813452384,9.225791262520488,53,17,0.7694380157152446
41,2484,4318007707,45.474368278232184,9.234338967171198,53,6,0.35271417876499805
42,1519,3718006166,45.48536305029974,9.208912896456807,53,16,0.667344421432342
43,2729,4318008024,45.5177447217365,9.193722567631882,55,4,0.5885378217168289
44,951,1419015172,45.4778731887885,9.224438312494952,55,17,0.6983921942854113
45,2326,4318007513,45.47423402159746,9.229737601253989,56,6,-0.23781494489479554
46,2668,4318007957,45.51737773648836,9.193806584942195,56,4,0.5908215772528436
47,1819,4118006575,45.510637700000004,9.191659800000002,57,4,0.49587151659483303
48,1608,3718006272,45.49140519813714,9.18392911759588,58,7,0.31956527098719256
49,2131,4118007106,45.49526007920897,9.183192105351507,59,7,0.39382275308149833
50,3113,5018010095,45.4802052,9.2266642,60,17,0.7571209781232028
51,1570,3718006221,45.49326454753949,9.216489955592124,60,10,-0.1984122857620096
52,502,519011965,45.473186,9.217806,61,1,0.5393459391410028
53,271,219011722,45.47665872097296,9.214739652909088,62,1,0.012713853081210391
54,2746,4318008054,45.4919053,9.182331699999999,63,7,0.2708987951207721
55,3088,5018009824,45.508788451204786,9.255842341578727,64,8,-0.1219778837785707
