lat,lng
4.547289198492376983e+01,9.220081743406382202e+00
4.550577783277798005e+01,9.193449707634746559e+00
4.551334809167253326e+01,9.242474564588171404e+00
4.548180978698442800e+01,9.190517147928758845e+00
4.549546204667976212e+01,9.226521902484989823e+00
4.551355802845381504e+01,9.225096120285497747e+00
4.549538495619599843e+01,9.213263565143112288e+00
4.548300627914917982e+01,9.202548727302728437e+00
4.551698090964077181e+01,9.208596283595605669e+00
4.547863609332003421e+01,9.226162849592730808e+00
4.550871546954245161e+01,9.256863919904477100e+00
4.548508570103407322e+01,9.242865219532770737e+00
4.548378115187749415e+01,9.213916941463955013e+00
4.549577764821975734e+01,9.199297480402135463e+00
4.549168613073265277e+01,9.187700122920890777e+00
4.547442434706392334e+01,9.208040261197997012e+00
4.547345887457694147e+01,9.236579633646210041e+00
4.550143871771766868e+01,9.239471970663171163e+00
4.551868121933929245e+01,9.191095958105762520e+00
