lat,lng
4.548384845914410590e+01,9.213783719848722242e+00
4.549819982922866757e+01,9.196280247383429085e+00
4.551462762356881342e+01,9.192084871723261941e+00
4.551312969915498030e+01,9.225440700531475358e+00
4.548456327841412161e+01,9.243620256699285775e+00
4.550966624605563737e+01,9.259007615048167494e+00
4.547471212260175832e+01,9.207877522972179207e+00
4.551707266991549261e+01,9.209219049841852467e+00
4.547289198492376983e+01,9.220081743406382202e+00
4.549504908929797864e+01,9.230713575938803928e+00
4.548658182291352148e+01,9.187631461396565058e+00
4.548350347411549421e+01,9.201284221516608852e+00
4.549555324215609176e+01,9.214782891594959224e+00
4.550882419737834539e+01,9.242748081945599381e+00
4.547345887457694147e+01,9.236579633646210041e+00
4.547863609332003421e+01,9.226162849592730808e+00
