lat,lng
4.547495474822324013e+01,9.207508093766117341e+00
4.549793754277019531e+01,9.225511007846497691e+00
4.551553183128264379e+01,9.191088446754230645e+00
4.550868463228349015e+01,9.241531593890584872e+00
4.548945376537915308e+01,9.187210913478571328e+00
4.547708272894082171e+01,9.228019857488540367e+00
4.551452236578399635e+01,9.225248422840948592e+00
4.548877202517513751e+01,9.236359402694303000e+00
4.549548899280312497e+01,9.212711478570552615e+00
4.549988672836312986e+01,9.196102443665093773e+00
4.547327358496540484e+01,9.219545113124123503e+00
4.548371742413318941e+01,9.214117163697556734e+00
4.548711723820213848e+01,9.203562008250090187e+00
4.548098938872414720e+01,9.245876971577638770e+00
4.550904684246788889e+01,9.256476021270445997e+00
4.551689536995963437e+01,9.208469086665195036e+00
4.548079846655294034e+01,9.194540054189152656e+00
