lat,lng
4.552053376994290801e+01,9.209288423181369865e+00
4.548391050217222187e+01,9.214171652173913429e+00
4.550149582888530375e+01,9.238043778532528449e+00
4.549691317785223532e+01,9.193942015507730048e+00
4.548223712302439026e+01,9.202535177041726300e+00
4.548318505325701722e+01,9.240565683946243780e+00
4.551215372152857697e+01,9.225432095721636472e+00
4.547516042065103647e+01,9.226193969254797622e+00
4.551665005670754027e+01,9.192388472804699617e+00
4.549633085315346648e+01,9.208101336076330412e+00
4.548642754926711262e+01,9.188205534933311824e+00
4.549325058935643540e+01,9.224525352908500508e+00
4.547257388817476453e+01,9.212778085952985307e+00
4.550741131749366986e+01,9.199896695228110488e+00
4.551055316408564266e+01,9.250341529498241400e+00
