,Unnamed: 0,bin_serial,Latitudine,Longitudine,counts,Cluster_labels,Silhouette
0,2598,4318007846,45.51547139894928,9.204896912537038,1,8,0.4492832194666511
1,2183,4118007165,45.48954162548493,9.20110833795593,4,2,0.0018300053592117636
2,1788,4118006530,45.49139462646265,9.205084178534893,4,1,0.37953822260269776
3,3077,5018009813,45.50346260172154,9.246132765610467,4,16,0.48532316802417924
4,2747,4318008055,45.48257271131956,9.191300931599473,5,6,0.33645590524048774
5,2959,5018009571,45.491168940355074,9.22612242585808,6,10,0.172955018042111
6,1025,1419015690,45.50939685045845,9.267616573839176,6,16,0.4499124634206619
7,1101,3718005496,45.47742841657715,9.205091074832694,6,17,0.16968209944122667
8,1293,3718005795,45.486161095089024,9.215013481443409,8,11,-0.12010939509143805
9,2749,4318008059,45.49473348865012,9.1993772328492,10,3,0.38383262452841455
10,431,219011891,45.475312509879295,9.218047556150054,10,14,0.44903078125040036
11,2498,4318007727,45.51241296095049,9.22473896206634,12,9,0.6587494752494083
12,2663,4318007951,45.51654321810607,9.205971993231287,13,8,0.5368477787427438
13,2036,4118007000,45.51476459261757,9.205109709436442,14,8,0.4482728587938905
14,2314,4318007500,45.490241983602345,9.222250678752744,14,12,0.4003758585893371
15,1907,4118006719,45.48416745066899,9.200344110157516,18,2,0.4354807527296892
16,265,219011716,45.47790497272714,9.210802512301145,20,15,0.5978513114457987
17,2629,4318007890,45.507459000000004,9.185115,20,0,0.17438346568494925
18,1153,3718005560,45.518199107966346,9.224902702601185,24,9,0.5479563543336448
19,2239,4318007407,45.501167790263345,9.195992535146273,26,3,0.5811845108018524
20,480,519011942,45.47701082661985,9.216852982457569,27,14,0.09228329324964789
21,2882,5018009384,45.48203867282654,9.247303785142776,29,7,0.593235084663975
22,2402,4318007608,45.48637855494542,9.218234387006873,30,12,0.3389664769441664
23,1899,4118006700,45.4841672,9.1955812,31,2,0.2810853092760353
24,1822,4118006579,45.4957343614367,9.191996015860813,32,3,0.4300620767103419
25,423,219011883,45.47076241570392,9.208532695894178,34,17,0.39748576992785006
26,1729,4118006451,45.5066592,9.1975117,34,0,-0.005966764014231677
27,1615,3718006279,45.46998347938077,9.21598463553903,35,14,0.4840487405893186
28,2762,4318008079,45.49228651379215,9.192962403247293,38,3,0.13565952051248695
29,94,219010953,45.51232774509928,9.24152280416456,39,16,0.37299656560087013
30,371,219011826,45.47477429999999,9.2105629,40,17,-0.14659034266698817
31,1454,3718006057,45.48982698418544,9.20075300971439,42,2,0.023967955597117934
32,2055,4118007022,45.488774316790675,9.190992552219997,44,6,0.4314099556131111
33,38,119010885,45.506418599999996,9.2371724,46,16,0.07950522060687733
34,463,219011925,45.4748099,9.2210424,47,14,0.3697600308566937
35,1979,4118006925,45.48640212668874,9.244632555779276,47,7,0.5291139388299223
36,2617,4318007870,45.48372539450371,9.187072843245687,48,6,0.5947215899125784
37,1357,3718005917,45.47146002699211,9.213322808359068,50,14,0.13566804753463294
38,2037,4118007001,45.489746132686605,9.201435142221273,51,2,-0.05186765508107425
39,2308,4318007493,45.46915577282735,9.208560553956543,52,17,0.4101064276584031
