lat,lng
4.547274302718560079e+01,9.214071203448797931e+00
4.547924912433575173e+01,9.202930268634101907e+00
4.550841609874986204e+01,9.247104718918832233e+00
4.549645549954512802e+01,9.201531807931619511e+00
4.548554655219992782e+01,9.234268026443880117e+00
4.548281772874329931e+01,9.245110476923306564e+00
4.551807791208244680e+01,9.209093979042124900e+00
4.549107068223299422e+01,9.187733027772242878e+00
4.548057165705971983e+01,9.224515266914762535e+00
4.551558611326096582e+01,9.191708586977030748e+00
4.548104759378166762e+01,9.188236920610574288e+00
4.548431023925759575e+01,9.213079314297900169e+00
4.548514780155221615e+01,9.206276880282734609e+00
4.550067128152936391e+01,9.225653982962425559e+00
4.547138696295367311e+01,9.227965384177073460e+00
