,Unnamed: 0,bin_serial,Latitudine,Longitudine,counts,Cluster_labels,Silhouette
0,2598,4318007846,45.51547139894928,9.204896912537038,1,4,0.5369933951175809
1,2249,4318007423,45.50024662062151,9.190559506939278,3,9,0.4729168586717476
2,2183,4118007165,45.48954162548493,9.20110833795593,4,2,0.309130098075561
3,1788,4118006530,45.49139462646265,9.205084178534893,4,2,0.16585197947768593
4,3077,5018009813,45.50346260172154,9.246132765610467,4,3,0.28559977854382557
5,2747,4318008055,45.48257271131956,9.191300931599473,5,7,0.34033558976922085
6,2959,5018009571,45.491168940355074,9.22612242585808,6,13,0.3744564389418022
7,1025,1419015690,45.50939685045845,9.267616573839176,6,8,0.5409554845400675
8,1101,3718005496,45.47742841657715,9.205091074832694,6,10,0.3117908788323991
9,1293,3718005795,45.486161095089024,9.215013481443409,8,5,0.5966191419454843
10,2749,4318008059,45.49473348865012,9.1993772328492,10,9,0.45648924514976214
11,431,219011891,45.475312509879295,9.218047556150054,10,12,0.29399149893718696
12,2498,4318007727,45.51241296095049,9.22473896206634,12,11,0.6876422771339594
13,2663,4318007951,45.51654321810607,9.205971993231287,13,4,0.5995110096260935
14,2036,4118007000,45.51476459261757,9.205109709436442,14,4,0.5389442615104643
15,2314,4318007500,45.490241983602345,9.222250678752744,14,6,0.06810938161799972
16,1907,4118006719,45.48416745066899,9.200344110157516,18,2,0.6098150126038516
17,2828,4718009323,45.483883767204645,9.216792262178046,18,5,0.5930503684347366
18,265,219011716,45.47790497272714,9.210802512301145,20,10,0.22234349269467202
19,2629,4318007890,45.507459000000004,9.185115,20,0,0.24964292370129595
20,2239,4318007407,45.501167790263345,9.195992535146273,26,9,0.6228579669777267
21,1070,3718005441,45.47076756130653,9.218472465971331,26,12,0.2375819105158217
22,480,519011942,45.47701082661985,9.216852982457569,27,12,0.011441398967408057
23,2882,5018009384,45.48203867282654,9.247303785142776,29,14,0.4947515496264359
24,2402,4318007608,45.48637855494542,9.218234387006873,30,5,0.45432365532492
25,1899,4118006700,45.4841672,9.1955812,31,2,0.21547703732604295
26,1822,4118006579,45.4957343614367,9.191996015860813,32,9,0.36855969229916513
27,381,219011836,45.46963270000001,9.211163599999999,32,10,0.5435078412320671
28,423,219011883,45.47076241570392,9.208532695894178,34,10,0.6148940156987578
29,1729,4118006451,45.5066592,9.1975117,34,9,0.20960336235378946
30,1615,3718006279,45.46998347938077,9.21598463553903,35,10,0.11213225046796792
31,2762,4318008079,45.49228651379215,9.192962403247293,38,9,0.09160872791495785
32,2061,4118007030,45.49415025631548,9.18273625841698,39,7,0.3420534145466215
33,94,219010953,45.51232774509928,9.24152280416456,39,3,0.5488120523861447
34,371,219011826,45.47477429999999,9.2105629,40,10,0.5296367045264039
35,1454,3718006057,45.48982698418544,9.20075300971439,42,2,0.2577444981587255
36,2055,4118007022,45.488774316790675,9.190992552219997,44,7,0.4358175875753554
37,38,119010885,45.506418599999996,9.2371724,46,3,0.41294427346851653
38,1979,4118006925,45.48640212668874,9.244632555779276,47,14,0.584960525287061
39,2617,4318007870,45.48372539450371,9.187072843245687,48,7,0.5910045865640848
40,1357,3718005917,45.47146002699211,9.213322808359068,50,10,0.4268932076257515
41,1601,3718006263,45.485742213188,9.233261379787448,50,13,0.0478569084146939
42,2308,4318007493,45.46915577282735,9.208560553956543,52,10,0.5907791764694117
43,992,1419015268,45.477701813452384,9.225791262520488,53,12,0.605631228933158
44,1519,3718006166,45.48536305029974,9.208912896456807,53,5,0.29277612272437414
45,2729,4318008024,45.5177447217365,9.193722567631882,55,0,0.5330212681228389
46,951,1419015172,45.4778731887885,9.224438312494952,55,12,0.648245776587746
47,2326,4318007513,45.47423402159746,9.229737601253989,56,1,-0.012133288398850068
48,59,119010912,45.502984493355065,9.24119985877678,56,3,0.4132870034983895
49,2668,4318007957,45.51737773648836,9.193806584942195,56,0,0.5346920245603661
50,1608,3718006272,45.49140519813714,9.18392911759588,58,7,0.4810777560730631
51,2131,4118007106,45.49526007920897,9.183192105351507,59,7,0.26772401919604344
52,3113,5018010095,45.4802052,9.2266642,60,12,0.5057371780076166
53,1570,3718006221,45.49326454753949,9.216489955592124,60,6,0.4072111725860434
54,502,519011965,45.473186,9.217806,61,12,0.23073545868997355
55,271,219011722,45.47665872097296,9.214739652909088,62,10,0.019488175563526555
56,2746,4318008054,45.4919053,9.182331699999999,63,7,0.4523906311124205
57,472,519011934,45.47487460000001,9.2215168,63,12,0.5668996820953474
58,3088,5018009824,45.508788451204786,9.255842341578727,64,8,0.5781366771649854
59,3119,5018010101,45.4753626,9.224805300000002,65,12,0.600836052729159
60,3069,5018009703,45.479264351667176,9.229635769914921,65,12,0.18757160025843647
61,839,1219014645,45.47477219503403,9.204654835016527,66,10,0.47703378990734635
62,267,219011718,45.47789883196583,9.210690846918737,66,10,0.2348950809513615
