lat,lng
4.550188460140680036e+01,9.196261221885460913e+00
4.547812446672688935e+01,9.207923076655273320e+00
4.551179340040404497e+01,9.226651836921751837e+00
4.549413813109825355e+01,9.227180320850402850e+00
4.547282994960334435e+01,9.216888487418065878e+00
4.549092577944707472e+01,9.187629406654128417e+00
4.548471432263823289e+01,9.213435450716914943e+00
4.551835106866948877e+01,9.207156565208187260e+00
4.551928258645645542e+01,9.191599494723689645e+00
4.548200875129898435e+01,9.245633149450970478e+00
4.547140169685617650e+01,9.228381778287237935e+00
4.548104759378166762e+01,9.188236920610574288e+00
4.550841609874986204e+01,9.247104718918832233e+00
4.547172353285432678e+01,9.206899958562814845e+00
4.548315309226219938e+01,9.199782541508882971e+00
4.548267253019254497e+01,9.234207802056586090e+00
4.548520684412081749e+01,9.206387098807521596e+00
4.549511624655661279e+01,9.208259696059128530e+00
4.548013301563520372e+01,9.224695976662676600e+00
