lat,lng
4.547784918266982146e+01,9.208671384812198824e+00
4.548485363793145098e+01,9.216043610968856825e+00
4.551552806118897365e+01,9.191259995978642294e+00
4.548598074887423337e+01,9.207150854512878624e+00
4.551727160633438274e+01,9.209255077714411541e+00
4.550852707253999085e+01,9.244412261698291999e+00
4.550329050281591492e+01,9.195011171470907740e+00
4.548463723961028649e+01,9.240739636339538876e+00
4.551547773393831875e+01,9.225621849737970948e+00
4.548195659156274928e+01,9.186410484609481841e+00
4.550870498606648340e+01,9.267337992918612599e+00
4.547870913605794385e+01,9.225760321101439843e+00
4.548171686095578536e+01,9.198745863422324476e+00
4.546890451425722546e+01,9.208794363963892948e+00
4.549057534697647043e+01,9.189230510866872592e+00
4.547288506448428080e+01,9.236577165928235189e+00
4.549661288253290792e+01,9.225584268351877171e+00
4.549551647903550844e+01,9.204309630691497546e+00
4.547336133701471539e+01,9.219300256893749435e+00
