lat,lng
4.551835106866948877e+01,9.207156565208187260e+00
4.549408330627097286e+01,9.227131854449456938e+00
4.548420307363323190e+01,9.213111085367930997e+00
4.547578040637434782e+01,9.207128307144232693e+00
4.547260636715035531e+01,9.216628327309031476e+00
4.548269008691346471e+01,9.199991815507472026e+00
4.547140169685617650e+01,9.228381778287237935e+00
4.548520684412081749e+01,9.206387098807521596e+00
4.548013301563520372e+01,9.224695976662676600e+00
4.550139709213778616e+01,9.196341581135701659e+00
4.549511624655661279e+01,9.208259696059128530e+00
4.548200875129898435e+01,9.245633149450970478e+00
4.549092577944707472e+01,9.187629406654128417e+00
4.551179340040404497e+01,9.226651836921751837e+00
4.548104759378166762e+01,9.188236920610574288e+00
4.548267253019254497e+01,9.234207802056586090e+00
4.550841609874986204e+01,9.247104718918832233e+00
4.551928258645645542e+01,9.191599494723689645e+00
