lat,lng
4.548192575851155794e+01,9.214592244393484677e+00
4.549057107793418453e+01,9.189341351876773700e+00
4.551762350167704341e+01,9.209724571574886554e+00
4.549617757542111462e+01,9.224291079498494028e+00
4.550783056496208445e+01,9.243920717402268394e+00
4.547857679852747026e+01,9.225982088402117753e+00
4.551547773393831875e+01,9.225621849737970948e+00
4.546890451425722546e+01,9.208794363963892948e+00
4.548174302091516097e+01,9.188083361287754158e+00
4.551533960013485114e+01,9.191279618437251386e+00
4.547960755593360460e+01,9.203380172475160492e+00
4.549958743269073125e+01,9.199775473906059986e+00
4.547297439990498447e+01,9.220202720390570761e+00
4.548152499291961703e+01,9.240403571672537453e+00
4.550870498606648340e+01,9.267337992918612599e+00
4.548640422485228640e+01,9.209250563173025483e+00
