lat,lng
4.549398816902359499e+01,9.224503554913681569e+00
4.548710718885364912e+01,9.188078730456192389e+00
4.548409849830913743e+01,9.213499559777678982e+00
4.549842278571769327e+01,9.195654982312163384e+00
4.551245221084289483e+01,9.225300458441024531e+00
4.547177632349357168e+01,9.231583340749924815e+00
4.550148130434759253e+01,9.237825644898201460e+00
4.548433101342781981e+01,9.201720373310841694e+00
4.552004585171857798e+01,9.208997321646108958e+00
4.547164556339347286e+01,9.217737465704464839e+00
4.551271048146030296e+01,9.195565951706267782e+00
4.551036921127793988e+01,9.250268610542626391e+00
4.548060027829384921e+01,9.224738763696036514e+00
4.548363767307846928e+01,9.240852156078945612e+00
4.547541190159888913e+01,9.207052089319198274e+00
4.549904752574015987e+01,9.209244677446642768e+00
