lat,lng
4.550178856854105902e+01,9.225096102718186586e+00
4.547495108214762638e+01,9.207876052587852911e+00
4.551468599853576791e+01,9.192556398522567562e+00
4.547177632349357168e+01,9.231583340749924815e+00
4.549871079264475782e+01,9.194783194858864306e+00
4.550188155230374321e+01,9.237891838658420340e+00
4.547158136179341170e+01,9.218203109151597019e+00
4.548716510336210916e+01,9.188304980746318407e+00
4.552269262603787325e+01,9.209953166804666580e+00
4.547990854025433549e+01,9.224690154534410880e+00
4.548348558680253007e+01,9.201656568646322754e+00
4.548160026551675372e+01,9.244779681332927268e+00
4.548387737580298307e+01,9.213254122017085379e+00
4.551067313701425832e+01,9.203556413878009934e+00
4.548674119483188605e+01,9.235139041487643752e+00
4.551035091157124413e+01,9.264188138208927725e+00
4.551472157701913801e+01,9.225404187969793668e+00
4.549700585410994336e+01,9.207262824255234790e+00
4.551026347534162397e+01,9.246785192375384099e+00
4.549098718969082000e+01,9.221724398584626670e+00
