lat,lng
4.548252053879492962e+01,9.201883244245628646e+00
4.548006554698554993e+01,9.225157650789309827e+00
4.551291920599298635e+01,9.225351549895249192e+00
4.551957656535102359e+01,9.209185372875204223e+00
4.549463635123218097e+01,9.223097836377515790e+00
4.549852135879356041e+01,9.196592189511880733e+00
4.548169551410121159e+01,9.246128778136530002e+00
4.547209468709673530e+01,9.218339247798475355e+00
4.548104782293192727e+01,9.190670048270851211e+00
4.548425517004795182e+01,9.213060428692440240e+00
4.551048324944613199e+01,9.249366153635909527e+00
4.547157680237722133e+01,9.231798751305849038e+00
4.550868760159255544e+01,9.196451105333110831e+00
4.549092782336737173e+01,9.187540197093593264e+00
4.548722278807282748e+01,9.235935358180126897e+00
4.549805331665554320e+01,9.211235690694499212e+00
4.550198955053537730e+01,9.235732013617534264e+00
4.547519791455070504e+01,9.207450079346306993e+00
4.551894946924028318e+01,9.193160104816715972e+00
4.549184817122841906e+01,9.203348088416781536e+00
